chr	start_promoter	end_promoter	strand	gene_name
chr12	64060719	64064719	-	DPY19L2
chr12	64171583	64175583	+	TMEM5
chr12	64236073	64240073	+	SRGAP1
chr12	64614076	64618076	-	C12orf66
chr12	64782972	64786972	-	C12orf56
chr12	64796130	64800130	+	XPOT
chr12	64843660	64847660	+	TBK1
chr12	65002293	65006293	+	RASSF3
chr12	65088329	65092329	-	AC025262.1
chr12	65151227	65155227	-	GNS
chr12	65172589	65176589	+	TBC1D30
chr12	65513346	65517346	-	WIF1
chr12	65561351	65565351	+	LEMD3
chr12	65670423	65674423	+	MSRB3
chr12	66215911	66219911	+	HMGA2
chr12	66273947	66277947	-	RP11-366L20.2
chr12	66315967	66319967	-	AC090673.2
chr12	66522548	66526548	-	LLPH
chr12	66561765	66565765	-	TMBIM4
chr12	66561852	66565852	-	TMBIM4
chr12	66580659	66584659	+	IRAK3
chr12	66694325	66698325	+	HELB
chr12	67195966	67199966	-	GRIP1
chr12	67661061	67665061	+	CAND1
chr12	68040118	68044118	+	DYRK2
chr12	68551527	68555527	-	IFNG
chr12	68617601	68621601	-	IL26
chr12	68645387	68649387	-	IL22
chr12	68724161	68728161	-	MDM1
chr12	69002619	69006619	+	RAP1B
chr12	69078514	69082514	+	NUP107
chr12	69137886	69141886	+	SLC35E3
chr12	69184125	69188125	+	AC124890.1
chr12	69199956	69203956	+	MDM2
chr12	69363350	69367350	-	CPM
chr12	69631317	69635317	+	CPSF6
chr12	69740121	69744121	+	LYZ
chr12	69751483	69755483	+	YEATS4
chr12	69862129	69866129	+	FRS2
chr12	69977114	69981114	+	CCT2
chr12	70002942	70006942	-	LRRC10
chr12	70091256	70095256	-	BEST3
chr12	70130461	70134461	+	RAB3IP
chr12	70193449	70197449	+	AC025263.3
chr12	70217084	70221084	+	MYRFL
chr12	70634774	70638774	+	CNOT2
chr12	70758056	70762056	+	KCNMB4
chr12	71029220	71033220	-	PTPRB
chr12	71312623	71316623	-	PTPRR
chr12	71510027	71514027	-	CTD-2021H9.3
chr12	71833678	71837678	-	TSPAN8
chr12	71831550	71835550	+	LGR5
chr12	72059505	72063505	-	ZFC3H1
chr12	72054789	72058789	+	THAP2
chr12	72065984	72069984	+	RP11-293I14.2
chr12	72077867	72081867	+	TMEM19
chr12	72146654	72150654	+	RAB21
chr12	72231487	72235487	+	TBC1D15
chr12	72330626	72334626	+	TPH2
chr12	72479046	72483046	+	TRHDE
chr12	74929551	74933551	+	ATXN7L3B
chr12	75601648	75605648	-	KCNC2
chr12	75782708	75786708	-	CAPS2
chr12	75726419	75730419	+	GLIPR1L1
chr12	75782850	75786850	+	GLIPR1L2
chr12	75872460	75876460	+	GLIPR1
chr12	75903416	75907416	-	KRR1
chr12	76425712	76429712	-	PHLDA1
chr12	76476813	76480813	-	NAP1L1
chr12	76740222	76744222	-	BBS10
chr12	76951589	76955589	-	OSBPL8
chr12	77155368	77159368	+	ZDHHC17
chr12	77270840	77274840	-	CSRP2
chr12	77457360	77461360	-	E2F7
chr12	77948568	77952568	-	AC073528.1
chr12	78222685	78226685	+	NAV3
chr12	79255773	79259773	+	SYT1
chr12	80082877	80086877	-	PAWR
chr12	80327240	80331240	-	PPP1R12A
chr12	80196742	80200742	+	AC073569.1
chr12	80601233	80605233	+	OTOGL
chr12	80797774	80801774	+	PTPRQ
chr12	81099277	81103277	+	MYF6
chr12	81108691	81112691	+	MYF5
chr12	81329704	81333704	-	LIN7A
chr12	81329594	81333594	+	ACSS3
chr12	82151332	82155332	-	PPFIA2
chr12	82750584	82754584	-	CCDC59
chr12	82750276	82754276	+	METTL25
chr12	83078659	83082659	+	TMTC2
chr12	85305394	85309394	-	SLC6A15
chr12	85428055	85432055	-	TSPAN19
chr12	85428092	85432092	+	LRRIQ1
chr12	85671885	85675885	+	ALX1
chr12	86228348	86232348	-	RASSF9
chr12	86266073	86270073	+	NTS
chr12	87230681	87234681	-	MGAT4C
chr12	88425814	88429814	-	C12orf50
chr12	88425623	88429623	+	C12orf29
chr12	88533993	88537993	-	CEP290
chr12	88534073	88538073	+	TMTC3
chr12	88972628	88976628	-	KITLG
chr12	89745048	89749048	-	DUSP6
chr12	89917801	89921801	-	POC1B
chr12	89918039	89922039	-	GALNT4
chr12	89918039	89922039	-	POC1B-GALNT4
chr12	90101077	90105077	-	ATP2B1
chr12	91346953	91350953	-	CCER1
chr12	91396803	91400803	-	EPYC
chr12	91449760	91453760	-	KERA
chr12	91503608	91507608	-	LUM
chr12	91574900	91578900	-	DCN
chr12	92534690	92538690	-	C12orf79
chr12	92537673	92541673	-	BTG1
chr12	92819924	92823924	-	CLLU1OS
chr12	92813307	92817307	+	CLLU1
chr12	93094619	93098619	+	C12orf74
chr12	93113281	93117281	+	PLEKHG7
chr12	93321107	93325107	-	EEA1
chr12	93769659	93773659	+	NUDT4
chr12	93834038	93838038	-	UBE2N
chr12	93859264	93863264	+	MRPL42
chr12	93961590	93965590	+	SOCS2
chr12	94069151	94073151	+	CRADD
chr12	94540499	94544499	+	PLXNC1
chr12	94674620	94678620	-	RP11-1105G2.3
chr12	94851764	94855764	-	CCDC41
chr12	95042338	95046338	-	TMCC3
chr12	95395546	95399546	-	NDUFA12
chr12	95465479	95469479	-	NR2C1
chr12	95609258	95613258	-	FGD6
chr12	95609522	95613522	+	VEZT
chr12	95772672	95776672	-	RP11-167N24.6
chr12	95865296	95869296	+	METAP2
chr12	95943266	95947266	-	USP44
chr12	96182930	96186930	-	NTN4
chr12	96194875	96198875	+	RP11-536G4.1
chr12	96250706	96254706	+	SNRPF
chr12	96334752	96338752	-	CCDC38
chr12	96335071	96339071	+	AMDHD1
chr12	96388143	96392143	-	HAL
chr12	96435298	96439298	-	LTA4H
chr12	96586160	96590160	+	ELK3
chr12	96792338	96796338	-	CDK17
chr12	96881349	96885349	+	C12orf55
chr12	97299001	97303001	+	NEDD1
chr12	98895633	98899633	-	RP11-181C3.1
chr12	98907290	98911290	+	TMPO
chr12	98985369	98989369	+	SLC25A3
chr12	99036891	99040891	-	IKBIP
chr12	99036919	99040919	+	APAF1
chr12	100376432	100380432	-	ANKS1B
chr12	100039531	100043531	+	FAM71C
chr12	100534626	100538626	-	UHRF1BP1L
chr12	100590900	100594900	+	ACTR6
chr12	100658857	100662857	-	DEPDC4
chr12	100658918	100662918	+	SCYL2
chr12	100748857	100752857	+	SLC17A8
chr12	100865486	100869486	+	NR1H4
chr12	100965461	100969461	+	GAS2L3
chr12	101109304	101113304	+	ANO4
chr12	101602185	101606185	-	SLC5A8
chr12	101671887	101675887	+	UTP20
chr12	101799598	101803598	-	ARL1
chr12	101867199	101871199	+	SPIC
chr12	101960131	101964131	+	MYBPC1
chr12	102088725	102092725	+	CHPT1
chr12	102131250	102135250	-	SYCP3
chr12	102222716	102226716	-	GNPTAB
chr12	102269129	102273129	+	DRAM1
chr12	102453927	102457927	-	CCDC53
chr12	102511902	102515902	-	NUP37
chr12	102511956	102515956	+	PARPBP
chr12	102589623	102593623	-	PMCH
chr12	102872423	102876423	-	IGF1
chr12	103350188	103354188	-	PAH
chr12	103349464	103353464	+	ASCL1
chr12	103543620	103547620	+	RP11-552I14.1
chr12	103887749	103891749	-	C12orf42
chr12	103979051	103983051	+	STAB2
chr12	104232975	104236975	-	NT5DC3
chr12	104233229	104237229	+	RP11-650K20.3
chr12	104321885	104325885	+	HSP90B1
chr12	104357486	104361486	-	C12orf73
chr12	104357582	104361582	+	TDG
chr12	104455961	104459961	-	GLT8D2
chr12	104456235	104460235	+	HCFC2
chr12	104530067	104534067	-	NFYB
chr12	104607557	104611557	+	TXNRD1
chr12	104695517	104699517	+	EID3
chr12	104847073	104851073	+	CHST11
chr12	105350522	105354522	-	SLC41A2
chr12	105378088	105382088	+	C12orf45
chr12	105476355	105480355	-	ALDH1L2
chr12	105499102	105503102	+	KIAA1033
chr12	105628016	105632016	-	APPL2
chr12	105627068	105631068	+	C12orf75
chr12	106531811	106535811	-	NUAK1
chr12	106696057	106700057	-	CKAP4
chr12	106693707	106697707	+	TCP11L2
chr12	106749436	106753436	+	POLR3B
chr12	107166696	107170696	-	RP11-144F15.1
chr12	106974685	106978685	+	RFX4
chr12	107166373	107170373	+	RIC8B
chr12	107347497	107351497	+	C12orf23
chr12	107378944	107382944	-	MTERFD3
chr12	107485607	107489607	-	CRY1
chr12	107710190	107714190	+	BTBD11
chr12	108077509	108081509	+	PWP1
chr12	108153049	108157049	-	PRDM4
chr12	108166162	108170162	+	ASCL4
chr12	108521248	108525248	+	WSCD2
chr12	108731118	108735118	-	CMKLR1
chr12	108906962	108910962	+	FICD
chr12	108953176	108957176	-	SART3
chr12	108954358	108958358	+	ISCU
chr12	108990096	108994096	-	TMEM119
chr12	109025735	109029735	-	SELPLG
chr12	109123372	109127372	-	CORO1C
chr12	109249366	109253366	-	SSH1
chr12	109250708	109254708	+	DAO
chr12	109457045	109461045	-	SVOP
chr12	109458894	109462894	+	USP30
chr12	109529436	109533436	-	ALKBH2
chr12	109533379	109537379	+	UNG
chr12	109552400	109556400	+	ACACB
chr12	109745025	109749025	-	FOXN4
chr12	109783708	109787708	+	MYO1H
chr12	109913349	109917349	-	KCTD10
chr12	109913207	109917207	+	UBE3B
chr12	110009679	110013679	-	MMAB
chr12	110009060	110013060	+	MVK
chr12	110150033	110154033	+	FAM222A
chr12	110269212	110273212	-	TRPV4
chr12	110316293	110320293	-	GLTP
chr12	110336069	110340069	+	TCHP
chr12	110432194	110436194	-	GIT2
chr12	110434991	110438991	+	ANKRD13A
chr12	110509491	110513491	-	C12orf76
chr12	110560140	110564140	+	IFT81
chr12	110716561	110720561	+	ATP2A2
chr12	110839535	110843535	-	ANAPC7
chr12	110886227	110890227	-	ARPC3
chr12	110905073	110909073	-	GPN3
chr12	110904169	110908169	+	FAM216A
chr12	110937922	110941922	-	VPS29
chr12	110937460	110941460	+	RAD9B
chr12	111019125	111023125	-	PPTC7
chr12	111049832	111053832	+	TCTN1
chr12	111140755	111144755	-	HVCN1
chr12	111178744	111182744	-	PPP1CC
chr12	111282573	111286573	+	CCDC63
chr12	111356526	111360526	-	MYL2
chr12	111469828	111473828	+	CUX2
chr12	111804925	111808925	-	FAM109A
chr12	111841752	111845752	+	SH2B3
chr12	112035480	112039480	-	ATXN2
chr12	112121790	112125790	-	BRAP
chr12	112121857	112125857	+	ACAD10
chr12	112189694	112193694	+	RP11-162P23.2
chr12	112202691	112206691	+	ALDH2
chr12	112277782	112281782	+	MAPKAPK5
chr12	112448970	112452970	-	TMEM116
chr12	112449120	112453120	+	ERP29
chr12	112544826	112548826	-	NAA25
chr12	112561305	112565305	+	TRAFD1
chr12	112817896	112821896	-	HECTD4
chr12	112854642	112858642	-	RPL6
chr12	112854155	112858155	+	PTPN11
chr12	113006184	113010184	+	RPH3A
chr12	113342582	113346582	+	OAS1
chr12	113374157	113378157	+	OAS3
chr12	113414200	113418200	+	OAS2
chr12	113492514	113496514	+	DTX1
chr12	113572044	113576044	-	RASAL1
chr12	113585663	113589663	+	CCDC42B
chr12	113621284	113625284	-	DDX54
chr12	113621331	113625331	+	C12orf52
chr12	113656899	113660899	-	IQCD
chr12	113656855	113660855	+	TPCN1
chr12	113795298	113799298	-	SLC8B1
chr12	113794371	113798371	+	PLBD2
chr12	113862106	113866106	-	SDS
chr12	113858042	113862042	+	SDSL
chr12	113908085	113912085	-	LHX5
chr12	114402176	114406176	-	RBM19
chr12	114844247	114848247	-	TBX5
chr12	115119969	115123969	-	TBX3
chr12	115798817	115802817	+	RP11-116D17.1
chr12	116713143	116717143	-	MED13L
chr12	116995186	116999186	+	MAP1LC3B2
chr12	117173875	117177875	-	C12orf49
chr12	117174096	117178096	+	RNFT2
chr12	117317246	117321246	-	HRK
chr12	117346761	117350761	+	FBXW8
chr12	117535284	117539284	-	TESC
chr12	117626336	117630336	-	FBXO21
chr12	117887975	117891975	-	NOS1
chr12	118404788	118408788	-	KSR2
chr12	118449393	118453393	+	RFC5
chr12	118498235	118502235	-	WSB2
chr12	118571831	118575831	-	VSIG10
chr12	118571663	118575663	+	PEBP1
chr12	118808750	118812750	-	TAOK3
chr12	118812185	118816185	+	SUDS3
chr12	119417300	119421300	+	SRRM4
chr12	119614447	119618447	+	HSPB8
chr12	119770517	119774517	+	CCDC60
chr12	120029264	120033264	+	TMEM233
chr12	120103558	120107558	+	PRKAB1
chr12	120313095	120317095	-	CIT
chr12	120135573	120139573	+	RP1-127H14.3
chr12	120425673	120429673	+	CCDC64
chr12	120553306	120557306	-	RAB35
chr12	120630513	120634513	-	GCN1L1
chr12	120637038	120641038	-	RPLP0
chr12	120701574	120705574	-	PXN
chr12	120738119	120742119	+	SIRT4
chr12	120763592	120767592	-	PLA2G1B
chr12	120804983	120808983	-	MSI1
chr12	120873893	120877893	+	COX6A1
chr12	120874001	120878001	+	AL021546.6
chr12	120882215	120886215	-	TRIAP1
chr12	120882241	120886241	+	GATC
chr12	120905596	120909596	-	SRSF9
chr12	120905653	120909653	+	DYNLL1
chr12	120970237	120974237	-	COQ5
chr12	120969283	120973283	+	RNF10
chr12	121017201	121021201	-	POP5
chr12	121076355	121080355	+	CABP1
chr12	121122672	121126672	+	MLEC
chr12	121146238	121150238	+	UNC119B
chr12	121161538	121165538	+	ACADS
chr12	121340174	121344174	-	SPPL3
chr12	121408095	121412095	-	AC079602.1
chr12	121414346	121418346	+	HNF1A
chr12	121452305	121456305	-	C12orf43
chr12	121475045	121479045	-	OASL
chr12	121568622	121572622	+	P2RX7
chr12	121645660	121649660	+	P2RX4
chr12	121734111	121738111	-	CAMKK2
chr12	121835699	121839699	-	ANAPC5
chr12	121835844	121839844	+	RNF34
chr12	122016920	122020920	-	KDM2B
chr12	122062455	122066455	+	ORAI1
chr12	122108537	122112537	-	MORN3
chr12	122148658	122152658	+	TMEM120B
chr12	122239309	122243309	-	RHOF
chr12	122240086	122244086	+	SETD1B
chr12	122299502	122303502	-	HPD
chr12	122324637	122328637	+	PSMD9
chr12	122324715	122328715	+	RP11-87C12.2
chr12	122353768	122357768	+	WDR66
chr12	122455328	122459328	+	BCL7A
chr12	122514628	122518628	+	MLXIP
chr12	122650285	122654285	+	LRRC43
chr12	122656746	122660746	-	IL31
chr12	122686090	122690090	+	B3GNT4
chr12	122710081	122714081	-	DIABLO
chr12	122748970	122752970	-	RP11-512M8.5
chr12	122749068	122753068	-	VPS33A
chr12	122905179	122909179	-	CLIP1
chr12	122983518	122987518	-	ZCCHC8
chr12	123009547	123013547	-	RSRC2
chr12	123009793	123013793	+	KNTC1
chr12	123213390	123217390	-	HCAR1
chr12	123185890	123189890	-	HCAR2
chr12	123199439	123203439	-	HCAR3
chr12	123235321	123239321	+	DENR
chr12	123256874	123260874	+	CCDC62
chr12	123317000	123321000	+	HIP1R
chr12	123378991	123382991	-	VPS37B
chr12	123464196	123468196	-	ABCB9
chr12	123457127	123461127	+	OGFOD2
chr12	123462607	123466607	+	ARL6IP4
chr12	123632562	123636562	-	PITPNM2
chr12	123726561	123730561	-	MPHOSPH9
chr12	123715463	123719463	+	C12orf65
chr12	123754881	123758881	-	CDK2AP1
chr12	123847390	123851390	-	SBNO1
chr12	123866320	123870320	+	SETD8
chr12	123919264	123923264	-	RILPL2
chr12	123940188	123944188	+	SNRNP35
chr12	124016265	124020265	-	RILPL1
chr12	124067078	124071078	+	TMED2
chr12	124084624	124088624	+	DDX55
chr12	124116313	124120313	-	EIF2B1
chr12	124116375	124120375	+	GTF2H3
chr12	124153660	124157660	+	TCTN2
chr12	124194865	124198865	+	ATP6V0A2
chr12	124245042	124249042	+	DNAH10
chr12	124455378	124459378	-	CCDC92
chr12	124417531	124421531	-	DNAH10OS
chr12	124454392	124458392	+	ZNF664
chr12	124455788	124459788	+	FAM101A
chr12	125050135	125054135	-	NCOR2
chr12	125365214	125369214	-	SCARB1
chr12	125399914	125403914	-	UBC
chr12	125471668	125475668	-	DHX37
chr12	125476246	125480246	+	BRI3BP
chr12	125547925	125551925	+	AACS
chr12	125669382	125673382	+	TMEM132B
chr12	128749948	128753948	+	TMEM132C
chr12	129306528	129310528	-	SLC15A4
chr12	129335972	129339972	+	GLT1D1
chr12	130386211	130390211	-	TMEM132D
chr12	130645004	130649004	+	FZD10
chr12	130820432	130824432	+	PIWIL1
chr12	131198826	131202826	-	RIMBP2
chr12	131321811	131325811	-	STX2
chr12	131354424	131358424	+	RAN
chr12	131436452	131440452	+	GPR133
chr12	131512769	131516769	-	AC078925.1
chr12	131778067	131782067	+	AC092850.1
chr12	132193626	132197626	+	SFSWAP
chr12	132310938	132314938	+	MMP17
chr12	132377196	132381196	+	ULK1
chr12	132411745	132415745	+	PUS1
chr12	132432508	132436508	+	EP400
chr12	132566828	132570828	+	EP400NL
chr12	132626880	132630880	-	DDX51
chr12	132626993	132630993	+	NOC4L
chr12	132903935	132907935	-	GALNT9
chr12	133048726	133052726	-	MUC8
chr12	133064137	133068137	+	FBRSL1
chr12	133193366	133197366	+	P2RX2
chr12	133261951	133265951	-	POLE
chr12	133262192	133266192	+	PXMP2
chr12	133262635	133266635	+	RP13-672B3.2
chr12	133285405	133289405	+	PGAM5
chr12	133336474	133340474	-	ANKLE2
chr12	133403444	133407444	-	GOLGA3
chr12	133530890	133534890	-	CHFR
chr12	133530892	133534892	-	ZNF605
chr12	133560951	133564951	+	ZNF26
chr12	133611878	133615878	+	ZNF84
chr12	133654424	133658424	+	ZNF140
chr12	133705059	133709059	-	ZNF891
chr12	133705161	133709161	+	ZNF10
chr12	133705570	133709570	+	ZNF268
chr12	133705570	133709570	+	CTD-2140B24.4
chr12	133785772	133789772	-	AC226150.4
chr12	133810681	133814681	-	ANHX
chr13	19753992	19757992	-	TUBA3C
chr13	19754173	19758173	+	RP11-408E5.4
chr13	20108903	20112903	-	TPTE2
chr13	20205788	20209788	+	MPHOSPH8
chr13	20355142	20359142	-	PSPC1
chr13	20266547	20270547	+	AL354808.2
chr13	20435776	20439776	-	ZMYM5
chr13	20530810	20534810	+	ZMYM2
chr13	20733188	20737188	-	GJA3
chr13	20765037	20769037	-	GJB2
chr13	20804534	20808534	-	GJB6
chr13	21097996	21101996	-	CRYL1
chr13	21138585	21142585	+	IFT88
chr13	21274266	21278266	+	IL17D
chr13	21346097	21350097	-	N6AMT2
chr13	21475187	21479187	-	XPO4
chr13	21633686	21637686	-	LATS2
chr13	21712653	21716653	+	SAP18
chr13	21748741	21752741	-	SKA3
chr13	21748784	21752784	+	MRP63
chr13	22031509	22035509	-	ZDHHC20
chr13	22176353	22180353	-	MICU2
chr13	22243522	22247522	+	FGF9
chr13	23753091	23757091	+	SGCG
chr13	24005841	24009841	-	SACS
chr13	24142509	24146509	+	TNFRSF19
chr13	24461558	24465558	-	MIPEP
chr13	24320243	24324243	+	AL139080.1
chr13	24474794	24478794	-	C1QTNF9B
chr13	24551839	24555839	+	RP11-307N16.6
chr13	24551944	24555944	+	SPATA13
chr13	24879304	24883304	+	C1QTNF9
chr13	24893566	24897566	-	AL359736.1
chr13	25084948	25088948	-	PARP4
chr13	25252549	25256549	+	ATP12A
chr13	25336290	25340290	+	RNF17
chr13	25495018	25499018	-	CENPJ
chr13	25589541	25593541	+	LSP1
chr13	25668300	25672300	+	PABPC3
chr13	25744426	25748426	-	AMER2
chr13	25860147	25864147	-	MTMR6
chr13	25873662	25877662	+	NUPL1
chr13	25944209	25948209	+	ATP8A2
chr13	26440061	26444061	+	AL138815.1
chr13	26450679	26454679	-	AL138815.2
chr13	26623169	26627169	-	SHISA2
chr13	26794791	26798791	-	RNF6
chr13	26826276	26830276	+	CDK8
chr13	27129840	27133840	+	WASF3
chr13	27332922	27336922	-	GPR12
chr13	27744033	27748033	-	USP12
chr13	27823446	27827446	+	RPL21
chr13	27842464	27846464	+	RASL11A
chr13	27996681	28000681	+	GTF3A
chr13	28022739	28026739	-	MTIF3
chr13	28192541	28196541	-	LNX2
chr13	28192903	28196903	+	POLR1D
chr13	28364780	28368780	+	GSX1
chr13	28492157	28496157	+	PDX1
chr13	28517343	28521343	+	ATP5EP2
chr13	28543276	28547276	-	CDX2
chr13	28560791	28564791	-	URAD
chr13	28672729	28676729	-	FLT3
chr13	28710643	28714643	+	PAN3
chr13	29067265	29071265	-	FLT1
chr13	29231241	29235241	+	POMP
chr13	29291107	29295107	-	SLC46A3
chr13	29596748	29600748	+	MTUS2
chr13	30167825	30171825	-	SLC7A1
chr13	30422821	30426821	-	UBL3
chr13	30879621	30883621	-	KATNAL1
chr13	31189734	31193734	-	HMGB1
chr13	31189830	31193830	+	USPL1
chr13	31307645	31311645	+	ALOX5AP
chr13	31478328	31482328	+	MEDAG
chr13	31504840	31508840	+	TEX26
chr13	31734525	31738525	-	HSPH1
chr13	31772073	31776073	+	B3GALTL
chr13	32311674	32315674	+	RXFP2
chr13	32603437	32607437	+	FRY
chr13	32887481	32891481	-	ZAR1L
chr13	32887611	32891611	+	BRCA2
chr13	33000315	33004315	-	N4BP2L1
chr13	33110970	33114970	-	N4BP2L2
chr13	33158564	33162564	+	PDS5B
chr13	33588207	33592207	+	KL
chr13	33922767	33926767	-	STARD13
chr13	34390186	34394186	+	RFC3
chr13	35514424	35518424	+	NBEA
chr13	36048832	36052832	-	MAB21L1
chr13	36703443	36707443	-	DCLK1
chr13	36869979	36873979	-	SOHLH2
chr13	36869979	36873979	-	CCDC169-SOHLH2
chr13	36869977	36873977	-	CCDC169
chr13	36942317	36946317	-	SPG20
chr13	36918568	36922568	+	SPG20OS
chr13	37003967	37007967	+	CCNA1
chr13	37246049	37250049	+	SERTM1
chr13	37391361	37395361	+	RFXAP
chr13	37492902	37496902	-	SMAD9
chr13	37572398	37576398	-	ALG5
chr13	37570953	37574953	+	EXOSC8
chr13	37631850	37635850	-	SUPT20H
chr13	37677803	37681803	-	CSNK1A1L
chr13	38170981	38174981	-	POSTN
chr13	38442562	38446562	-	TRPC4
chr13	38921986	38925986	+	UFM1
chr13	39259266	39263266	+	FREM2
chr13	39563203	39567203	-	STOML3
chr13	39610252	39614252	-	PROSER1
chr13	39610443	39614443	+	NHLRC3
chr13	40175665	40179665	-	LHFP
chr13	40227764	40231764	+	COG6
chr13	41109323	41113323	-	AL133318.1
chr13	41238734	41242734	-	FOXO1
chr13	41343309	41347309	-	MRPS31
chr13	41361548	41365548	+	SLC25A15
chr13	41633576	41637576	-	ELF1
chr13	41633410	41637410	+	WBP4
chr13	41704882	41708882	-	KBTBD6
chr13	41766702	41770702	-	KBTBD7
chr13	41835742	41839742	-	MTRF1
chr13	41883341	41887341	+	NAA16
chr13	42029695	42033695	+	RGCC
chr13	42533256	42537256	-	VWA8
chr13	42612176	42616176	+	DGKH
chr13	42844289	42848289	+	AKAP11
chr13	43134872	43138872	+	TNFSF11
chr13	43353686	43357686	+	FAM216B
chr13	43564407	43568407	-	EPSTI1
chr13	43595339	43599339	+	DNAJC15
chr13	44359044	44363044	-	ENOX1
chr13	44451827	44455827	-	CCDC122
chr13	44451420	44455420	+	LACC1
chr13	44733393	44737393	-	SMIM2
chr13	44945801	44949801	+	SERP2
chr13	45149283	45153283	-	TSC22D1
chr13	45561618	45565618	-	NUFIP1
chr13	45561687	45565687	+	GPALPP1
chr13	45692650	45696650	+	GTF2F2
chr13	45773175	45777175	-	KCTD4
chr13	45913505	45917505	-	TPT1
chr13	45990590	45994590	-	SLC25A30
chr13	46037060	46041060	+	COG3
chr13	46187874	46191874	-	FAM194B
chr13	46274446	46278446	+	SPERT
chr13	46423871	46427871	-	SIAH3
chr13	46624894	46628894	-	ZC3H13
chr13	46677211	46681211	-	CPB2
chr13	46784006	46788006	-	LCP1
chr13	46784083	46788083	+	LRRC63
chr13	47010325	47014325	-	KIAA0226L
chr13	47125303	47129303	+	LRCH1
chr13	47369367	47373367	-	ESD
chr13	47469169	47473169	-	HTR2A
chr13	48610125	48614125	-	SUCLA2
chr13	48609703	48613703	+	NUDT15
chr13	48667267	48671267	-	MED4
chr13	48805294	48809294	+	ITM2B
chr13	48875887	48879887	+	RB1
chr13	49016840	49020840	-	LPAR6
chr13	49105369	49109369	-	RCBTB2
chr13	49278951	49282951	+	CYSLTR2
chr13	49548048	49552048	+	FNDC3A
chr13	49792474	49796474	+	MLNR
chr13	49820047	49824047	+	CDADC1
chr13	50016262	50020262	-	CAB39L
chr13	50018554	50022554	-	AL136218.1
chr13	50016429	50020429	+	SETDB2
chr13	50067746	50071746	+	PHF11
chr13	50157719	50161719	-	RCBTB1
chr13	50200435	50204435	+	ARL11
chr13	50263611	50267611	-	EBPL
chr13	50365057	50369057	-	KPNA3
chr13	50508626	50512626	-	SPRYD7
chr13	50568024	50572024	+	TRIM13
chr13	50587390	50591390	+	KCNRG
chr13	50654307	50658307	+	DLEU1
chr13	51416075	51420075	-	DLEU7
chr13	51481814	51485814	+	RNASEH2B
chr13	51794503	51798503	+	FAM124A
chr13	51907909	51911909	+	SERPINE3
chr13	52026400	52030400	-	INTS6
chr13	52156644	52160644	+	WDFY2
chr13	52376293	52380293	-	DHRS12
chr13	52434117	52438117	+	CCDC70
chr13	52583630	52587630	-	ATP7B
chr13	52584534	52588534	+	ALG11
chr13	52596827	52600827	+	UTP14C
chr13	52701214	52705214	-	NEK5
chr13	52731996	52735996	-	NEK3
chr13	52978629	52982629	-	THSD1
chr13	53022763	53026763	-	VPS36
chr13	53027564	53031564	+	CKAP2
chr13	53189605	53193605	+	HNRNPA1L2
chr13	53224844	53228844	+	SUGT1
chr13	53311947	53315947	-	LECT1
chr13	53420775	53424775	-	PCDH8
chr13	53600894	53604894	+	OLFM4
chr13	57713052	57717052	+	PRR20A
chr13	57719622	57723622	+	PRR20B
chr13	57726195	57730195	+	PRR20C
chr13	57732766	57736766	+	PRR20D
chr13	57739331	57743331	+	PRR20E
chr13	58203944	58207944	+	PCDH17
chr13	60736121	60740121	-	DIAPH3
chr13	60968591	60972591	+	TDRD3
chr13	62000220	62004220	-	PCDH20
chr13	64318934	64322934	+	AL445989.1
chr13	67802468	67806468	-	PCDH9
chr13	70680591	70684591	-	KLHL1
chr13	72439330	72443330	-	DACH1
chr13	73299825	73303825	-	MZT1
chr13	73300061	73304061	+	BORA
chr13	73354234	73358234	-	DIS3
chr13	73354197	73358197	+	PIBF1
chr13	73627114	73631114	+	KLF5
chr13	74706394	74710394	-	KLF12
chr13	74991252	74995252	-	AL355390.1
chr13	76054250	76058250	-	TBC1D4
chr13	76121575	76125575	-	COMMD6
