chr	start_promoter	end_promoter	strand	gene_name	gene_id
chr19	57921884	57935393	-	ZNF418	ENSG00000196724.12
chr19	57940833	57947706	-	ZNF256	ENSG00000152454.4
chr19	57958437	57974534	-	C19orf18	ENSG00000177025.3
chr19	57977053	58003349	-	ZNF606	ENSG00000166704.11
chr19	58034025	58054631	+	ZSCAN1	ENSG00000152467.10
chr19	58059239	58086310	+	ZNF135	ENSG00000176293.19
chr19	58083838	58118427	-	ZSCAN18	ENSG00000121413.12
chr19	58126248	58155110	-	ZNF329	ENSG00000181894.15
chr19	58183029	58213562	+	ZNF274	ENSG00000171606.18
chr19	58228594	58277495	+	ZNF544	ENSG00000198131.14
chr19	58228914	58315183	+	AC020915.5	ENSG00000283515.1
chr19	58278955	58302791	+	ZNF8	ENSG00000278129.2
chr19	58305319	58315663	+	ERVK3-1	ENSG00000142396.10
chr19	58326994	58342332	+	ZSCAN22	ENSG00000182318.6
chr19	58345178	58353492	-	A1BG	ENSG00000121410.12
chr19	58354357	58362848	-	ZNF497	ENSG00000174586.11
chr19	58367618	58381030	-	ZNF837	ENSG00000152475.7
chr19	58386400	58394806	+	RPS5	ENSG00000083845.9
chr19	58396090	58397079	+	RNF225	ENSG00000269855.2
chr19	58401504	58418327	+	ZNF584	ENSG00000171574.18
chr19	58432814	58440153	-	ZNF132	ENSG00000131849.12
chr19	58451611	58457833	+	ZNF324B	ENSG00000249471.8
chr19	58467045	58475436	+	ZNF324	ENSG00000083812.12
chr19	58474017	58481230	+	ZNF446	ENSG00000083838.16
chr19	58479512	58512413	-	SLC27A5	ENSG00000083807.10
chr19	58513530	58538911	-	ZBTB45	ENSG00000119574.13
chr19	58544064	58550722	+	TRIM28	ENSG00000130726.12
chr19	58551566	58555105	-	CHMP2A	ENSG00000130724.9
chr19	58555712	58558954	-	UBE2M	ENSG00000130725.8
chr19	58561931	58573575	-	MZF1	ENSG00000099326.9
chr2	38814	46870	-	FAM110C	ENSG00000184731.6
chr2	217730	266398	-	SH3YL1	ENSG00000035115.22
chr2	264140	278283	+	ACP1	ENSG00000143727.16
chr2	279558	288851	-	ALKAL2	ENSG00000189292.16
chr2	663877	677406	-	TMEM18	ENSG00000151353.15
chr2	950849	1367613	+	SNTG2	ENSG00000172554.12
chr2	1374066	1543711	+	TPO	ENSG00000115705.22
chr2	1631887	1744852	-	PXDN	ENSG00000130508.11
chr2	1789113	2331664	-	MYT1L	ENSG00000186487.20
chr2	3188925	3377882	-	EIPR1	ENSG00000032389.12
chr2	3379675	3485094	+	TRAPPC12	ENSG00000171853.16
chr2	3497366	3519531	-	ADI1	ENSG00000182551.14
chr2	3532008	3558333	-	AC108488.2	ENSG00000286905.1
chr2	3541430	3558333	-	RNASEH1	ENSG00000171865.10
chr2	3575260	3580920	+	RPS7	ENSG00000171863.15
chr2	3594832	3644644	+	COLEC11	ENSG00000118004.18
chr2	3658200	3702671	+	ALLC	ENSG00000151360.10
chr2	3703575	3848008	+	DCDC2C	ENSG00000214866.9
chr2	5692384	5701385	+	SOX11	ENSG00000176887.7
chr2	6840570	6866635	-	CMPK2	ENSG00000134326.11
chr2	6865806	6898239	+	RSAD2	ENSG00000134321.12
chr2	6917412	7068286	+	RNF144A	ENSG00000151692.15
chr2	8678845	8684461	+	ID2	ENSG00000115738.10
chr2	8721081	8837630	-	KIDINS220	ENSG00000134313.16
chr2	8852690	9003709	-	MBOAT2	ENSG00000143797.12
chr2	9206765	9405683	+	ASAP2	ENSG00000151693.11
chr2	9403475	9423547	-	ITGB1BP1	ENSG00000119185.12
chr2	9423651	9473101	+	CPSF3	ENSG00000119203.14
chr2	9473658	9496543	+	IAH1	ENSG00000134330.19
chr2	9488486	9556732	-	ADAM17	ENSG00000151694.14
chr2	9583967	9630997	-	YWHAQ	ENSG00000134308.14
chr2	9843443	9934416	+	TAF1B	ENSG00000115750.17
chr2	9951693	10002277	+	GRHL1	ENSG00000134317.18
chr2	10042849	10054836	+	KLF11	ENSG00000172059.11
chr2	10056780	10080944	-	CYS1	ENSG00000205795.4
chr2	10120698	10211725	+	RRM2	ENSG00000171848.15
chr2	10302889	10427617	+	HPCAL1	ENSG00000115756.13
chr2	10439968	10448327	-	ODC1	ENSG00000115758.13
chr2	10570754	10689987	-	NOL10	ENSG00000115761.16
chr2	10721100	10785110	+	ATP6V1C2	ENSG00000143882.12
chr2	10783391	10837977	-	PDIA6	ENSG00000143870.13
chr2	10911934	10914225	+	KCNF1	ENSG00000162975.5
chr2	11133128	11151317	+	C2orf50	ENSG00000150873.12
chr2	11155198	11178870	+	SLC66A3	ENSG00000162976.13
chr2	11179759	11348330	-	ROCK2	ENSG00000134318.14
chr2	11444375	11466177	-	E2F6	ENSG00000169016.17
chr2	11482341	11642788	+	GREB1	ENSG00000196208.14
chr2	11658178	11670195	-	NTSR2	ENSG00000169006.7
chr2	11677595	11827409	+	LPIN1	ENSG00000134324.12
chr2	12716889	12742734	+	TRIB2	ENSG00000071575.11
chr2	14632700	14650814	+	LRATD1	ENSG00000162981.14
chr2	15166914	15561334	-	NBAS	ENSG00000151779.13
chr2	15591178	15631111	+	DDX1	ENSG00000079785.15
chr2	15940550	15947007	+	MYCN	ENSG00000134323.12
chr2	16549459	16666331	-	CYRIA	ENSG00000197872.11
chr2	17510584	17518439	-	RAD51AP2	ENSG00000214842.5
chr2	17539126	17657018	+	VSNL1	ENSG00000163032.12
chr2	17663812	17800242	-	SMC6	ENSG00000163029.16
chr2	17753858	17788946	+	GEN1	ENSG00000178295.15
chr2	17816460	17817798	+	MSGN1	ENSG00000151379.4
chr2	17877847	18361616	+	KCNS3	ENSG00000170745.12
chr2	18554723	18560679	-	RDH14	ENSG00000240857.2
chr2	18555545	18589564	-	NT5C1B-RDH14	ENSG00000250741.6
chr2	18562872	18589572	-	NT5C1B	ENSG00000185013.16
chr2	19351485	19358623	-	OSR1	ENSG00000143867.7
chr2	19896631	19901983	-	TTC32	ENSG00000183891.6
chr2	19910260	19990131	-	WDR35	ENSG00000118965.15
chr2	19992052	20012668	-	MATN3	ENSG00000132031.13
chr2	20032650	20051628	-	LAPTM4A	ENSG00000068697.7
chr2	20200797	20225433	-	SDC1	ENSG00000115884.11
chr2	20248691	20352234	-	PUM2	ENSG00000055917.15
chr2	20447074	20449440	+	RHOB	ENSG00000143878.10
chr2	20560448	20651130	-	HS1BP3	ENSG00000118960.13
chr2	20667144	20679243	+	GDF7	ENSG00000143869.7
chr2	20684014	20823130	-	LDAH	ENSG00000118961.15
chr2	21001429	21044073	-	APOB	ENSG00000084674.15
chr2	21123968	21144368	+	TDRD15	ENSG00000218819.6
chr2	23385179	23708611	+	KLHL29	ENSG00000119771.15
chr2	23748664	23927123	-	ATAD2B	ENSG00000119778.15
chr2	23927285	24004909	+	UBXN2A	ENSG00000173960.14
chr2	24010081	24063321	+	MFSD2B	ENSG00000205639.11
chr2	24029347	24049575	-	WDCP	ENSG00000163026.12
chr2	24049701	24063681	+	FKBP1B	ENSG00000119782.14
chr2	24067586	24076373	-	SF3B6	ENSG00000115128.7
chr2	24076526	24169640	+	FAM228B	ENSG00000219626.9
chr2	24077433	24085861	-	TP53I3	ENSG00000115129.14
chr2	24114809	24123464	-	PFN4	ENSG00000176732.7
chr2	24124366	24190436	+	AC008073.3	ENSG00000276087.2
chr2	24175053	24200849	+	FAM228A	ENSG00000186453.13
chr2	24202864	24360714	-	ITSN2	ENSG00000198399.14
chr2	24491914	24770702	+	NCOA1	ENSG00000084676.15
chr2	24789734	24793382	-	PTRHD1	ENSG00000184924.5
chr2	24793136	24822376	+	CENPO	ENSG00000138092.11
chr2	24819169	24919839	-	ADCY3	ENSG00000138031.14
chr2	24943636	24972094	-	DNAJC27	ENSG00000115137.12
chr2	25042076	25159135	+	EFR3B	ENSG00000084710.14
chr2	25160853	25168903	-	POMC	ENSG00000115138.11
chr2	25227855	25342590	-	DNMT3A	ENSG00000119772.16
chr2	25377198	25673647	-	DTNB	ENSG00000138101.18
chr2	25733753	25878487	-	ASXL2	ENSG00000143970.17
chr2	25926598	25982749	-	KIF3C	ENSG00000084731.15
chr2	26034084	26137454	+	RAB10	ENSG00000084733.11
chr2	26173088	26189663	+	GAREM2	ENSG00000157833.13
chr2	26190635	26244672	-	HADHA	ENSG00000084754.12
chr2	26243170	26290465	+	HADHB	ENSG00000138029.14
chr2	26308173	26346817	-	ADGRF3	ENSG00000173567.15
chr2	26308547	26395891	+	SELENOI	ENSG00000138018.18
chr2	26401920	26456711	+	DRC1	ENSG00000157856.12
chr2	26457203	26558756	-	OTOF	ENSG00000115155.18
chr2	26562585	26579532	+	FAM166C	ENSG00000173557.15
chr2	26581205	26641366	-	CIB4	ENSG00000157884.11
chr2	26692690	26733420	+	KCNK3	ENSG00000171303.7
chr2	26764284	26781231	+	SLC35F6	ENSG00000213699.9
chr2	26764289	26801067	+	CENPA	ENSG00000115163.15
chr2	26847747	26950351	+	DPYSL5	ENSG00000157851.17
chr2	26970637	27027219	+	MAPRE3	ENSG00000084764.12
chr2	27032910	27041694	+	TMEM214	ENSG00000119777.20
chr2	27042364	27070622	+	AGBL5	ENSG00000084693.16
chr2	27070472	27071654	-	OST4	ENSG00000228474.6
chr2	27078615	27086403	+	EMILIN1	ENSG00000138080.14
chr2	27086747	27100762	+	KHK	ENSG00000138030.13
chr2	27098889	27119128	-	CGREF1	ENSG00000138028.16
chr2	27123789	27130812	+	ABHD1	ENSG00000143994.14
chr2	27130756	27134666	-	PREB	ENSG00000138073.14
chr2	27136848	27139410	-	PRR30	ENSG00000186143.11
chr2	27149004	27156974	+	TCF23	ENSG00000163792.6
chr2	27199587	27212958	-	SLC5A6	ENSG00000138074.15
chr2	27212027	27217178	+	ATRAID	ENSG00000138085.17
chr2	27217369	27243943	+	CAD	ENSG00000084774.14
chr2	27253684	27275817	-	SLC30A3	ENSG00000115194.11
chr2	27275433	27281499	+	DNAJC5G	ENSG00000163793.13
chr2	27282429	27307439	+	TRIM54	ENSG00000138100.14
chr2	27307400	27308445	-	UCN	ENSG00000163794.6
chr2	27309492	27325680	-	MPV17	ENSG00000115204.15
chr2	27325849	27357034	-	GTF3C2	ENSG00000115207.13
chr2	27364352	27370457	-	EIF2B4	ENSG00000115211.16
chr2	27370496	27377535	+	SNX17	ENSG00000115234.11
chr2	27377235	27380790	-	ZNF513	ENSG00000163795.14
chr2	27381195	27409591	-	PPM1G	ENSG00000115241.11
chr2	27427790	27442259	+	NRBP1	ENSG00000115216.14
chr2	27442366	27446481	+	KRTCAP3	ENSG00000157992.12
chr2	27444377	27489789	-	IFT172	ENSG00000138002.15
chr2	27491883	27495200	-	FNDC4	ENSG00000115226.10
chr2	27496839	27523684	+	GCKR	ENSG00000084734.9
chr2	27537386	27582721	+	C2orf16	ENSG00000221843.4
chr2	27582969	27623217	+	ZNF512	ENSG00000243943.10
chr2	27625639	27629012	-	CCDC121	ENSG00000176714.9
chr2	27628247	27651511	+	GPN1	ENSG00000198522.14
chr2	27650809	27663840	-	SUPT7L	ENSG00000119760.16
chr2	27663471	27694976	+	SLC4A1AP	ENSG00000163798.13
chr2	27771717	27988087	+	MRPL33	ENSG00000243147.8
chr2	27781379	27890681	-	RBKS	ENSG00000171174.15
chr2	27889941	28338901	+	BABAM2	ENSG00000158019.20
chr2	28392448	28417317	+	FOSL2	ENSG00000075426.12
chr2	28457145	28644142	+	PLB1	ENSG00000163803.13
chr2	28751640	28802940	+	PPP1CB	ENSG00000213639.10
chr2	28782517	28850611	+	SPDYA	ENSG00000163806.16
chr2	28849821	28870309	-	TRMT61B	ENSG00000171103.11
chr2	28894667	28948219	+	WDR43	ENSG00000163811.12
chr2	28956611	29061373	+	TOGARAM2	ENSG00000189350.12
chr2	29060976	29074523	-	PCARE	ENSG00000179270.7
chr2	29097705	29189643	+	CLIP4	ENSG00000115295.20
chr2	29192774	29921586	-	ALK	ENSG00000171094.18
chr2	30146941	30160533	+	YPEL5	ENSG00000119801.13
chr2	30231534	30323730	+	LBH	ENSG00000213626.13
chr2	30447226	30644225	+	LCLAT1	ENSG00000172954.13
chr2	30722771	30820542	-	CAPN13	ENSG00000162949.16
chr2	30910467	31155202	-	GALNT14	ENSG00000158089.15
chr2	31173056	31233858	-	CAPN14	ENSG00000214711.10
chr2	31234152	31269451	+	EHD3	ENSG00000013016.16
chr2	31334321	31414742	-	XDH	ENSG00000158125.10
chr2	31522480	31580938	-	SRD5A2	ENSG00000277893.2
chr2	31865060	32011230	-	MEMO1	ENSG00000162959.13
chr2	31867809	32039805	-	DPY30	ENSG00000162961.14
chr2	32063547	32157637	+	SPAST	ENSG00000021574.12
chr2	32165841	32224379	+	SLC30A6	ENSG00000152683.14
chr2	32224453	32265732	-	NLRC4	ENSG00000091106.19
chr2	32277904	32316594	+	YIPF4	ENSG00000119820.11
chr2	32357028	32618899	+	BIRC6	ENSG00000115760.14
chr2	32628032	32821051	+	TTC27	ENSG00000018699.13
chr2	32946953	33399509	+	LTBP1	ENSG00000049323.16
chr2	33436324	33564750	+	RASGRP3	ENSG00000152689.18
chr2	33583660	33599382	-	FAM98A	ENSG00000119812.19
chr2	36355778	36551135	+	CRIM1	ENSG00000150938.10
chr2	36531805	36646087	-	FEZ2	ENSG00000171055.15
chr2	36696690	36814792	+	VIT	ENSG00000205221.12
chr2	36837698	36966536	-	STRN	ENSG00000115808.12
chr2	36968383	37084372	-	HEATR5B	ENSG00000008869.12
chr2	37084451	37099244	+	GPATCH11	ENSG00000152133.15
chr2	37099210	37157065	-	EIF2AK2	ENSG00000055332.18
chr2	37167820	37196598	-	SULT6B1	ENSG00000138068.10
chr2	37196488	37216193	+	CEBPZOS	ENSG00000218739.10
chr2	37201612	37231596	-	CEBPZ	ENSG00000115816.15
chr2	37231631	37253403	+	NDUFAF7	ENSG00000003509.16
chr2	37250502	37324808	-	PRKD3	ENSG00000115825.10
chr2	37342827	37373322	+	QPCT	ENSG00000115828.17
chr2	37641882	37738468	-	CDC42EP3	ENSG00000163171.8
chr2	37923187	38067142	+	RMDN2	ENSG00000115841.21
chr2	38066973	38109902	-	CYP1B1	ENSG00000138061.12
chr2	38293954	38377285	-	ATL2	ENSG00000119787.14
chr2	38561969	38603586	-	HNRNPLL	ENSG00000143889.16
chr2	38666081	38741237	+	GALM	ENSG00000143891.17
chr2	38743599	38751494	-	SRSF7	ENSG00000115875.19
chr2	38751534	38785002	+	GEMIN6	ENSG00000152147.11
chr2	38797729	38875934	-	DHX57	ENSG00000163214.21
chr2	38875962	38929072	+	MORN2	ENSG00000188010.14
chr2	38889841	38975449	+	ARHGEF33	ENSG00000214694.11
chr2	38981549	39124345	-	SOS1	ENSG00000115904.13
chr2	39175646	39229588	-	CDKL4	ENSG00000205111.8
chr2	39249266	39437301	-	MAP4K3	ENSG00000011566.15
chr2	39664982	39717963	+	TMEM178A	ENSG00000152154.11
chr2	39736060	39779267	-	THUMPD2	ENSG00000138050.15
chr2	40097270	40611053	-	SLC8A1	ENSG00000183023.18
chr2	42048021	42058517	+	PKDCC	ENSG00000162878.13
chr2	42169353	42332548	+	EML4	ENSG00000143924.19
chr2	42333546	42425088	-	COX7A2L	ENSG00000115944.15
chr2	42442017	42493982	-	KCNG3	ENSG00000171126.8
chr2	42494569	42756947	+	MTA3	ENSG00000057935.13
chr2	42762481	42764261	-	OXER1	ENSG00000162881.6
chr2	42767089	42792593	-	HAAO	ENSG00000162882.15
chr2	43222402	43226606	-	ZFP36L2	ENSG00000152518.8
chr2	43230836	43596046	-	THADA	ENSG00000115970.18
chr2	43637260	43767987	+	PLEKHH2	ENSG00000152527.14
chr2	43675151	43676429	-	C1GALT1C1L	ENSG00000223658.8
chr2	43774039	43810010	+	DYNC2LI1	ENSG00000138036.18
chr2	43812472	43838865	-	ABCG5	ENSG00000138075.14
chr2	43831942	43882988	+	ABCG8	ENSG00000143921.9
chr2	43886224	43995989	-	LRPPRC	ENSG00000138095.19
chr2	44167969	44244384	+	PPM1B	ENSG00000138032.21
chr2	44168851	44320310	+	AC013717.1	ENSG00000285542.1
chr2	44275458	44321494	+	SLC3A1	ENSG00000138079.14
chr2	44316281	44361862	-	PREPL	ENSG00000138078.16
chr2	44361947	44772592	+	CAMKMT	ENSG00000143919.15
chr2	44941702	44946071	+	SIX3	ENSG00000138083.5
chr2	45005182	45009452	-	SIX2	ENSG00000170577.8
chr2	45388680	45612165	-	SRBD1	ENSG00000068784.13
chr2	45651345	46187990	+	PRKCE	ENSG00000171132.14
chr2	46293667	46386697	+	EPAS1	ENSG00000116016.14
chr2	46479565	46484425	+	TMEM247	ENSG00000284701.1
chr2	46490750	46542577	-	ATP6V1E2	ENSG00000250565.7
chr2	46541806	46584688	+	RHOQ	ENSG00000119729.12
chr2	46580937	46617055	-	PIGF	ENSG00000151665.13
chr2	46616416	46630176	+	CRIPT	ENSG00000119878.6
chr2	46698952	46780245	+	SOCS5	ENSG00000171150.9
chr2	46901870	46941855	-	MCFD2	ENSG00000180398.13
chr2	46916157	47076137	+	TTC7A	ENSG00000068724.17
chr2	47045538	47155308	-	STPG4	ENSG00000239605.11
chr2	47065941	47176511	-	AC073283.3	ENSG00000273269.3
chr2	47160083	47176921	-	CALM2	ENSG00000143933.18
chr2	47345158	47387601	+	EPCAM	ENSG00000119888.11
chr2	47403067	47663146	+	MSH2	ENSG00000095002.15
chr2	47509290	47570985	-	KCNK12	ENSG00000184261.5
chr2	47695530	47810063	+	MSH6	ENSG00000116062.17
chr2	47789316	47906498	-	FBXO11	ENSG00000138081.21
chr2	48314637	48379295	+	FOXN2	ENSG00000170802.16
chr2	48440598	48515391	+	PPP1R21	ENSG00000162869.16
chr2	48529383	48598513	+	STON1	ENSG00000243244.6
chr2	48529925	48776517	+	STON1-GTF2A1L	ENSG00000068781.21
chr2	48617798	48733148	+	GTF2A1L	ENSG00000242441.8
chr2	48632291	48755724	-	AC073082.1	ENSG00000279956.1
chr2	48686774	48755730	-	LHCGR	ENSG00000138039.15
chr2	48962157	49154527	-	FSHR	ENSG00000170820.12
chr2	49918503	51225575	-	NRXN1	ENSG00000179915.23
chr2	53532672	53860160	-	ASB3	ENSG00000115239.24
chr2	53767804	53775196	+	CHAC2	ENSG00000143942.5
chr2	53787044	53818819	+	ERLEC1	ENSG00000068912.14
chr2	53852912	53859967	-	GPR75	ENSG00000119737.6
chr2	53864069	53970993	-	PSME4	ENSG00000068878.15
chr2	53970838	54305300	+	ACYP2	ENSG00000170634.13
chr2	54253178	54256229	-	TSPYL6	ENSG00000178021.11
chr2	54330034	54383742	+	C2orf73	ENSG00000177994.16
chr2	54456317	54671446	+	SPTBN1	ENSG00000115306.16
chr2	54723499	54972025	+	EML6	ENSG00000214595.12
chr2	54972187	55112621	-	RTN4	ENSG00000115310.18
chr2	55172547	55232563	-	CLHC1	ENSG00000162994.16
chr2	55231903	55235853	+	RPS27A	ENSG00000143947.13
chr2	55236595	55269347	-	MTIF2	ENSG00000085760.15
chr2	55287842	55419895	-	CCDC88A	ENSG00000115355.17
chr2	55519604	55545879	+	CFAP36	ENSG00000163001.11
chr2	55547292	55618880	-	PPP4R3B	ENSG00000275052.5
chr2	55634061	55693863	-	PNPT1	ENSG00000138035.15
chr2	55865967	55924139	-	EFEMP1	ENSG00000115380.20
chr2	56183990	56386172	+	CCDC85A	ENSG00000055813.6
chr2	57907629	58159920	+	VRK2	ENSG00000028116.17
chr2	58159243	58241372	-	FANCL	ENSG00000115392.12
chr2	60450520	60554467	-	BCL11A	ENSG00000119866.22
chr2	60756253	60802086	+	PAPOLG	ENSG00000115421.13
chr2	60881521	60931612	+	REL	ENSG00000162924.15
chr2	60940222	61018259	-	PUS10	ENSG00000162927.14
chr2	61017225	61051990	+	PEX13	ENSG00000162928.9
chr2	61065871	61138034	+	KIAA1841	ENSG00000162929.14
chr2	61145068	61164829	+	C2orf74	ENSG00000237651.6
chr2	61187463	61471087	-	USP34	ENSG00000115464.15
chr2	61477849	61538626	-	XPO1	ENSG00000082898.17
chr2	61824848	61854143	-	FAM161A	ENSG00000170264.13
chr2	61868085	61888671	-	CCT4	ENSG00000115484.15
chr2	61888724	62147247	+	COMMD1	ENSG00000173163.10
chr2	62196115	62224731	+	B3GNT2	ENSG00000170340.11
chr2	62500218	62511894	-	TMEM17	ENSG00000186889.10
chr2	62673851	63046487	+	EHBP1	ENSG00000115504.14
chr2	63050057	63057836	+	OTX1	ENSG00000115507.10
chr2	63119559	63827843	-	WDPCP	ENSG00000143951.16
chr2	63588609	63607197	+	MDH1	ENSG00000014641.20
chr2	63840940	63891562	+	UGP2	ENSG00000169764.15
chr2	63892146	64019428	-	VPS54	ENSG00000143952.20
chr2	64092652	64144420	-	PELI1	ENSG00000197329.12
chr2	64453969	64461381	+	LGALSL	ENSG00000119862.13
chr2	64524305	64593005	+	AFTPH	ENSG00000119844.15
chr2	64631621	64751005	-	SERTAD2	ENSG00000179833.4
chr2	64988477	65023865	+	SLC1A4	ENSG00000115902.11
chr2	65056366	65087004	+	CEP68	ENSG00000011523.14
chr2	65070696	65130331	-	RAB1A	ENSG00000138069.18
chr2	65227753	65271253	+	ACTR2	ENSG00000138071.13
chr2	65310851	65432637	-	SPRED2	ENSG00000198369.10
chr2	66433452	66573869	+	MEIS1	ENSG00000143995.20
chr2	67397322	67412089	+	ETAA1	ENSG00000143971.9
chr2	68041130	68110948	-	C1D	ENSG00000197223.11
chr2	68122936	68157549	-	WDR92	ENSG00000243667.7
chr2	68131238	68261230	-	AC017083.3	ENSG00000273398.6
chr2	68157888	68176238	+	PNO1	ENSG00000115946.8
chr2	68178857	68256237	-	PPP3R1	ENSG00000221823.11
chr2	68284171	68320051	-	CNRIP1	ENSG00000119865.9
chr2	68365282	68397453	+	PLEK	ENSG00000115956.10
chr2	68459422	68467294	-	FBXO48	ENSG00000204923.4
chr2	68467572	68655862	+	APLF	ENSG00000169621.10
chr2	68643579	68658251	+	PROKR1	ENSG00000169618.7
chr2	68679601	68826833	+	ARHGAP25	ENSG00000163219.12
chr2	68860909	68871397	-	BMP10	ENSG00000163217.2
chr2	68945232	68952893	-	GKN2	ENSG00000183607.10
chr2	68974573	68980980	+	GKN1	ENSG00000169605.7
chr2	69013178	69249327	+	ANTXR1	ENSG00000169604.19
chr2	69319780	69387250	-	GFPT1	ENSG00000198380.13
chr2	69396113	69437628	-	NFU1	ENSG00000169599.13
chr2	69457997	69674349	-	AAK1	ENSG00000115977.19
chr2	69644425	69827112	+	ANXA4	ENSG00000196975.16
chr2	69829660	69881384	+	GMCL1	ENSG00000087338.5
chr2	69893956	69905575	+	SNRNP27	ENSG00000124380.11
chr2	69897688	69942945	+	MXD1	ENSG00000059728.11
chr2	69960089	69962265	-	ASPRV1	ENSG00000244617.2
chr2	70087477	70089203	+	PCBP1	ENSG00000169564.7
chr2	70149880	70248615	-	C2orf42	ENSG00000115998.7
chr2	70209444	70248660	-	TIA1	ENSG00000116001.17
chr2	70257386	70281185	+	PCYOX1	ENSG00000116005.12
chr2	70281362	70293740	-	SNRPG	ENSG00000143977.14
chr2	70295975	70302090	-	FAM136A	ENSG00000035141.8
chr2	70447284	70554193	-	TGFA	ENSG00000163235.16
chr2	70607618	70768225	-	ADD2	ENSG00000075340.23
chr2	70777310	70790643	-	FIGLA	ENSG00000183733.6
chr2	70808643	70820599	-	CLEC4F	ENSG00000152672.8
chr2	70830211	70835816	-	CD207	ENSG00000116031.9
chr2	70900576	70965373	+	VAX2	ENSG00000116035.4
chr2	70935900	70965431	+	ATP6V1B1	ENSG00000116039.13
chr2	70939318	70995336	-	AC007040.2	ENSG00000258881.6
chr2	70978380	70985499	+	ANKRD53	ENSG00000144031.12
chr2	70985942	70994873	-	TEX261	ENSG00000144043.12
chr2	71064344	71079808	+	NAGK	ENSG00000124357.13
chr2	71109684	71130239	-	MCEE	ENSG00000124370.11
chr2	71130632	71150101	+	MPHOSPH10	ENSG00000124383.9
chr2	71182738	71227103	-	PAIP2B	ENSG00000124374.9
chr2	71276561	71435069	+	ZNF638	ENSG00000075292.19
chr2	71453722	71686768	+	DYSF	ENSG00000135636.14
chr2	72129238	72148038	-	CYP26B1	ENSG00000003137.8
chr2	72175984	72826041	-	EXOC6B	ENSG00000144036.16
chr2	72887382	72892158	+	SPR	ENSG00000116096.6
chr2	72916260	72936071	+	EMX1	ENSG00000135638.14
chr2	72942036	73075619	-	SFXN5	ENSG00000144040.13
chr2	73073382	73156721	-	RAB11FIP5	ENSG00000135631.17
chr2	73202574	73212513	+	NOTO	ENSG00000214513.4
chr2	73214222	73227221	+	SMYD5	ENSG00000135632.12
chr2	73228010	73233239	-	PRADC1	ENSG00000135617.4
chr2	73233420	73253021	+	CCT7	ENSG00000135624.16
chr2	73254682	73284431	-	FBXO41	ENSG00000163013.11
chr2	73290929	73293701	-	EGR4	ENSG00000135625.8
chr2	73385758	73625166	+	ALMS1	ENSG00000116127.18
chr2	73640723	73642422	-	NAT8	ENSG00000144035.4
chr2	73729104	73737400	-	TPRKB	ENSG00000144034.16
chr2	73762184	73780157	-	DUSP11	ENSG00000144048.10
chr2	73784189	73817147	+	C2orf78	ENSG00000187833.7
chr2	73828916	73873659	+	STAMBP	ENSG00000124356.16
chr2	73892314	73919865	+	ACTG2	ENSG00000163017.14
chr2	73926826	73958961	+	DGUOK	ENSG00000114956.20
chr2	73986404	74108176	+	TET3	ENSG00000187605.15
chr2	74135400	74147912	-	BOLA3	ENSG00000163170.12
chr2	74152528	74178898	-	MOB1A	ENSG00000114978.18
chr2	74198610	74217565	+	MTHFD2	ENSG00000065911.12
chr2	74211604	74363377	-	AC006030.1	ENSG00000264324.1
chr2	74216242	74343414	-	SLC4A5	ENSG00000188687.17
chr2	74361154	74392087	-	DCTN1	ENSG00000204843.12
chr2	74393836	74421662	-	AC005041.1	ENSG00000159239.13
chr2	74414176	74421591	-	C2orf81	ENSG00000284308.1
chr2	74421678	74425755	+	WDR54	ENSG00000005448.17
chr2	74425835	74442422	-	RTKN	ENSG00000114993.17
chr2	74455087	74457944	+	INO80B	ENSG00000115274.15
chr2	74455088	74460884	+	INO80B-WBP1	ENSG00000274049.4
chr2	74458400	74460891	+	WBP1	ENSG00000239779.7
chr2	74461057	74465410	-	MOGS	ENSG00000115275.14
chr2	74471982	74472687	-	MRPL53	ENSG00000204822.7
chr2	74471986	74483408	-	CCDC142	ENSG00000135637.14
chr2	74483073	74494559	+	TTC31	ENSG00000115282.21
chr2	74497517	74503316	-	LBX2	ENSG00000179528.16
chr2	74505043	74507695	-	PCGF1	ENSG00000115289.14
chr2	74513463	74517148	+	TLX2	ENSG00000115297.11
chr2	74518131	74526281	-	DQX1	ENSG00000144045.14
chr2	74526645	74529760	-	AUP1	ENSG00000115307.17
chr2	74529377	74533348	+	HTRA2	ENSG00000115317.11
chr2	74532258	74555690	-	LOXL3	ENSG00000115318.12
chr2	74549026	74557554	+	DOK1	ENSG00000115325.13
